Customer ID,edad,genero,ubicacion,suscripcion,abandono,compras_registradas,gasto_total_usd,gasto_promedio_usd,primera_compra,ultima_compra,recencia_dias,cluster,segmento,recencia_log
507,28,Male,Georgia,Yes,0,49,2476.7,50.54,2022-02-05,2024-12-05,26,3,Clientes valiosos en riesgo,3.295836866004329
508,65,Male,Maine,Yes,0,34,1850.3,54.42,2022-09-30,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
509,27,Male,Illinois,Yes,1,32,1543.3,48.23,2022-02-07,2024-08-26,127,3,Clientes valiosos en riesgo,4.852030263919617
510,41,Male,Delaware,Yes,0,18,968.3,53.79,2022-02-14,2024-10-01,91,0,Clientes de baja actividad,4.5217885770490405
511,21,Male,West Virginia,Yes,0,23,1053.9,45.82,2022-02-19,2024-11-26,35,3,Clientes valiosos en riesgo,3.58351893845611
512,61,Male,Hawaii,Yes,0,9,459.1,51.01,2022-04-10,2024-07-20,164,0,Clientes de baja actividad,5.10594547390058
513,19,Male,New York,Yes,0,3,183.2,61.07,2024-06-08,2024-11-28,33,0,Clientes de baja actividad,3.5263605246161616
514,22,Male,New Mexico,Yes,0,46,2484.0,54.0,2022-02-13,2024-12-22,9,1,Clientes de alto valor activos,2.302585092994046
515,64,Male,Indiana,Yes,0,48,2407.1,50.15,2022-01-27,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
516,28,Male,Kentucky,Yes,0,8,483.8,60.48,2022-03-12,2024-12-28,3,2,Clientes recientes en desarrollo,1.3862943611198906
517,34,Male,West Virginia,Yes,0,20,1039.4,51.97,2022-01-26,2024-12-28,3,2,Clientes recientes en desarrollo,1.3862943611198906
518,61,Male,North Dakota,Yes,0,45,2511.4,55.81,2022-01-01,2024-12-31,0,1,Clientes de alto valor activos,0.0
519,24,Male,Oregon,Yes,0,17,756.7,44.51,2022-01-12,2024-10-24,68,0,Clientes de baja actividad,4.23410650459726
520,19,Male,Minnesota,Yes,0,18,934.1,51.89,2022-11-06,2024-10-23,69,0,Clientes de baja actividad,4.248495242049359
521,51,Male,South Carolina,Yes,0,21,973.1,46.34,2022-02-19,2024-12-01,30,3,Clientes valiosos en riesgo,3.4339872044851463
522,36,Male,Vermont,Yes,0,51,2600.9,51.0,2022-01-07,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
523,65,Male,Minnesota,Yes,0,38,2193.3,57.72,2022-01-01,2024-12-22,9,1,Clientes de alto valor activos,2.302585092994046
524,46,Male,Delaware,Yes,0,6,278.8,46.47,2022-01-06,2024-12-13,18,0,Clientes de baja actividad,2.9444389791664403
525,59,Male,Pennsylvania,Yes,0,45,2499.9,55.55,2022-02-04,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
526,51,Male,Iowa,Yes,0,42,2226.2,53.0,2022-01-01,2024-12-13,18,3,Clientes valiosos en riesgo,2.9444389791664403
527,51,Male,New Jersey,Yes,0,20,870.0,43.5,2022-06-10,2024-11-15,46,0,Clientes de baja actividad,3.8501476017100584
528,21,Male,South Carolina,Yes,0,48,2432.0,50.67,2022-01-19,2024-12-25,6,1,Clientes de alto valor activos,1.9459101490553132
529,34,Male,Maryland,Yes,0,41,2009.4,49.01,2022-03-10,2024-12-19,12,1,Clientes de alto valor activos,2.5649493574615367
530,32,Male,California,Yes,0,7,288.5,41.21,2022-10-15,2024-10-18,74,0,Clientes de baja actividad,4.31748811353631
531,48,Male,Montana,Yes,0,26,1279.1,49.2,2022-05-02,2024-12-13,18,3,Clientes valiosos en riesgo,2.9444389791664403
532,50,Male,Vermont,Yes,0,43,2204.2,51.26,2022-02-12,2024-12-18,13,1,Clientes de alto valor activos,2.6390573296152584
533,26,Male,Texas,Yes,0,36,1832.9,50.91,2022-01-07,2024-12-22,9,1,Clientes de alto valor activos,2.302585092994046
534,57,Male,North Carolina,Yes,0,18,1003.8,55.77,2022-07-31,2024-11-28,33,0,Clientes de baja actividad,3.5263605246161616
535,65,Male,Florida,Yes,0,5,211.0,42.2,2022-12-30,2024-11-11,50,0,Clientes de baja actividad,3.9318256327243257
536,56,Male,West Virginia,Yes,0,25,1447.9,57.92,2022-02-11,2024-12-28,3,2,Clientes recientes en desarrollo,1.3862943611198906
537,44,Male,Illinois,Yes,0,17,910.6,53.56,2022-05-06,2024-10-23,69,0,Clientes de baja actividad,4.248495242049359
538,50,Male,Virginia,Yes,0,15,753.2,50.21,2022-01-30,2024-12-30,1,2,Clientes recientes en desarrollo,0.6931471805599453
539,27,Male,Virginia,Yes,0,44,2126.2,48.32,2022-01-08,2024-11-30,31,3,Clientes valiosos en riesgo,3.4657359027997265
540,49,Male,Wyoming,Yes,0,50,2602.2,52.04,2022-01-01,2024-12-27,4,1,Clientes de alto valor activos,1.6094379124341003
541,49,Male,South Carolina,Yes,1,34,1640.0,48.24,2022-03-27,2024-08-28,125,3,Clientes valiosos en riesgo,4.836281906951478
542,52,Male,Connecticut,Yes,0,46,2218.2,48.22,2022-03-02,2024-11-27,34,3,Clientes valiosos en riesgo,3.5553480614894135
543,27,Male,Illinois,Yes,0,36,1594.7,44.3,2022-01-25,2024-10-31,61,3,Clientes valiosos en riesgo,4.127134385045092
544,53,Male,Alabama,Yes,0,12,699.8,58.32,2022-01-03,2024-12-22,9,2,Clientes recientes en desarrollo,2.302585092994046
545,34,Male,Washington,Yes,0,31,1586.4,51.17,2022-03-06,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
546,33,Male,Alabama,Yes,0,49,2368.9,48.34,2022-02-02,2024-12-25,6,1,Clientes de alto valor activos,1.9459101490553132
547,62,Male,New Mexico,Yes,0,46,2746.2,59.7,2022-01-23,2024-12-31,0,1,Clientes de alto valor activos,0.0
548,38,Male,Nevada,Yes,0,27,1393.6,51.61,2022-03-03,2024-12-27,4,2,Clientes recientes en desarrollo,1.6094379124341003
549,36,Male,Nebraska,Yes,0,42,2172.4,51.72,2022-01-20,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
550,31,Male,Arizona,Yes,0,38,2115.1,55.66,2022-04-02,2024-12-15,16,3,Clientes valiosos en riesgo,2.833213344056216
551,62,Male,Georgia,Yes,0,13,670.4,51.57,2022-01-01,2024-08-26,127,0,Clientes de baja actividad,4.852030263919617
552,29,Male,Idaho,Yes,0,28,1545.7,55.2,2022-02-12,2024-12-10,21,3,Clientes valiosos en riesgo,3.091042453358316
553,24,Male,Missouri,Yes,0,19,1210.0,63.68,2022-02-11,2024-12-21,10,2,Clientes recientes en desarrollo,2.3978952727983707
554,63,Male,Florida,Yes,0,16,835.4,52.21,2022-03-18,2024-12-20,11,2,Clientes recientes en desarrollo,2.4849066497880004
555,56,Male,Minnesota,Yes,1,35,1735.5,49.59,2022-01-01,2024-08-31,122,3,Clientes valiosos en riesgo,4.812184355372417
556,63,Male,Maine,Yes,0,38,2112.3,55.59,2022-01-30,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
557,40,Male,Montana,Yes,0,22,1213.5,55.16,2022-02-05,2024-12-22,9,2,Clientes recientes en desarrollo,2.302585092994046
558,18,Male,Alaska,Yes,0,32,1673.2,52.29,2022-03-02,2024-12-21,10,1,Clientes de alto valor activos,2.3978952727983707
559,50,Male,Iowa,Yes,0,44,2320.7,52.74,2022-01-07,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
560,66,Male,Arizona,Yes,0,23,1202.7,52.29,2022-01-15,2024-12-29,2,2,Clientes recientes en desarrollo,1.0986122886681098
561,25,Male,Louisiana,Yes,0,13,772.6,59.43,2022-01-28,2024-12-23,8,2,Clientes recientes en desarrollo,2.1972245773362196
562,65,Male,Alabama,Yes,0,26,1265.0,48.65,2022-01-01,2024-12-26,5,2,Clientes recientes en desarrollo,1.791759469228055
563,53,Male,Missouri,Yes,0,41,2150.9,52.46,2022-01-01,2024-12-05,26,3,Clientes valiosos en riesgo,3.295836866004329
564,61,Male,Idaho,Yes,0,17,869.1,51.12,2022-05-11,2024-12-23,8,2,Clientes recientes en desarrollo,2.1972245773362196
565,67,Male,Florida,Yes,0,31,1632.4,52.66,2022-01-15,2024-11-20,41,3,Clientes valiosos en riesgo,3.7376696182833684
566,59,Male,Idaho,Yes,0,11,697.9,63.45,2022-04-04,2024-11-10,51,0,Clientes de baja actividad,3.9512437185814275
567,55,Male,Alabama,Yes,0,2,122.8,61.4,2024-01-02,2024-12-29,2,2,Clientes recientes en desarrollo,1.0986122886681098
568,21,Male,New Hampshire,Yes,0,25,1212.0,48.48,2022-06-24,2024-12-05,26,3,Clientes valiosos en riesgo,3.295836866004329
569,44,Male,Utah,Yes,0,37,1983.9,53.62,2022-01-01,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
570,65,Male,Alabama,Yes,0,47,2501.1,53.21,2022-02-10,2024-12-14,17,1,Clientes de alto valor activos,2.8903717578961645
571,65,Male,Iowa,Yes,0,21,1126.1,53.62,2022-01-29,2024-12-29,2,2,Clientes recientes en desarrollo,1.0986122886681098
572,54,Male,Kentucky,Yes,0,38,1958.5,51.54,2022-01-01,2024-11-21,40,3,Clientes valiosos en riesgo,3.713572066704308
573,56,Male,South Carolina,Yes,0,27,1452.0,53.78,2022-01-28,2024-11-22,39,3,Clientes valiosos en riesgo,3.6888794541139363
574,58,Male,California,Yes,0,24,1362.6,56.78,2022-01-20,2024-11-27,34,3,Clientes valiosos en riesgo,3.5553480614894135
575,54,Male,Maine,Yes,0,21,1255.2,59.77,2022-01-08,2024-12-27,4,2,Clientes recientes en desarrollo,1.6094379124341003
576,58,Male,Nebraska,Yes,0,39,2050.9,52.59,2022-01-01,2024-12-27,4,1,Clientes de alto valor activos,1.6094379124341003
577,48,Male,Washington,Yes,0,6,359.6,59.93,2022-10-31,2024-10-07,85,0,Clientes de baja actividad,4.454347296253507
578,19,Male,Alabama,Yes,0,42,2254.1,53.67,2022-01-01,2024-12-31,0,1,Clientes de alto valor activos,0.0
579,69,Male,Maine,Yes,0,23,1397.6,60.77,2022-03-11,2024-12-22,9,2,Clientes recientes en desarrollo,2.302585092994046
580,58,Male,California,Yes,0,49,2594.0,52.94,2022-01-01,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
581,49,Male,Iowa,Yes,0,11,426.7,38.79,2022-03-02,2024-10-08,84,0,Clientes de baja actividad,4.442651256490317
582,32,Male,Iowa,Yes,0,13,723.4,55.65,2022-02-13,2024-11-27,34,0,Clientes de baja actividad,3.5553480614894135
583,40,Male,Colorado,Yes,0,3,114.7,38.23,2022-12-17,2024-05-23,222,0,Clientes de baja actividad,5.407171771460119
584,25,Male,California,Yes,1,39,1943.2,49.83,2022-01-01,2024-08-24,129,3,Clientes valiosos en riesgo,4.867534450455582
585,70,Male,Indiana,Yes,0,21,1142.9,54.42,2022-05-11,2024-12-20,11,2,Clientes recientes en desarrollo,2.4849066497880004
586,69,Male,South Carolina,Yes,0,6,347.8,57.97,2022-08-30,2024-07-03,181,0,Clientes de baja actividad,5.204006687076795
587,45,Male,Wisconsin,Yes,0,10,367.3,36.73,2022-06-18,2024-07-24,160,0,Clientes de baja actividad,5.081404364984463
588,29,Male,Washington,Yes,1,49,2498.5,50.99,2022-03-18,2024-10-13,79,3,Clientes valiosos en riesgo,4.382026634673881
589,47,Male,South Dakota,Yes,0,10,481.3,48.13,2022-06-26,2024-12-01,30,0,Clientes de baja actividad,3.4339872044851463
590,28,Male,Minnesota,Yes,1,41,1868.5,45.57,2022-05-03,2024-10-31,61,3,Clientes valiosos en riesgo,4.127134385045092
591,64,Male,Alaska,Yes,0,31,1464.3,47.24,2022-04-04,2024-12-18,13,3,Clientes valiosos en riesgo,2.6390573296152584
592,47,Male,Kentucky,Yes,0,7,485.6,69.37,2022-11-26,2024-12-27,4,2,Clientes recientes en desarrollo,1.6094379124341003
593,60,Male,North Dakota,Yes,0,43,2577.2,59.93,2022-02-09,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
594,67,Male,Alaska,Yes,0,10,739.8,73.98,2022-02-14,2024-12-27,4,2,Clientes recientes en desarrollo,1.6094379124341003
595,35,Male,Oklahoma,Yes,0,7,346.0,49.43,2022-01-06,2024-07-28,156,0,Clientes de baja actividad,5.056245805348308
596,30,Male,Delaware,Yes,0,48,2595.1,54.06,2022-01-03,2024-12-20,11,1,Clientes de alto valor activos,2.4849066497880004
597,23,Male,Montana,Yes,0,37,1883.7,50.91,2022-02-10,2024-12-31,0,1,Clientes de alto valor activos,0.0
598,70,Male,Alaska,Yes,0,20,1076.4,53.82,2022-03-25,2024-12-20,11,2,Clientes recientes en desarrollo,2.4849066497880004
599,21,Male,California,Yes,0,31,1755.3,56.62,2022-01-02,2024-12-21,10,3,Clientes valiosos en riesgo,2.3978952727983707
600,51,Male,Massachusetts,Yes,0,28,1443.9,51.57,2022-01-01,2024-11-29,32,3,Clientes valiosos en riesgo,3.4965075614664802
601,22,Male,South Carolina,Yes,0,26,1269.9,48.84,2022-02-06,2024-12-14,17,3,Clientes valiosos en riesgo,2.8903717578961645
602,32,Male,West Virginia,Yes,0,6,338.3,56.38,2022-05-05,2024-12-24,7,2,Clientes recientes en desarrollo,2.0794415416798357
603,37,Male,Oregon,Yes,0,11,494.9,44.99,2022-04-15,2024-12-31,0,2,Clientes recientes en desarrollo,0.0
604,31,Male,Massachusetts,Yes,0,27,1374.3,50.9,2022-02-07,2024-11-22,39,3,Clientes valiosos en riesgo,3.6888794541139363
605,44,Male,West Virginia,Yes,0,12,599.2,49.93,2022-03-02,2024-11-23,38,0,Clientes de baja actividad,3.6635616461296463
606,40,Male,California,Yes,0,18,917.6,50.98,2022-01-08,2024-11-14,47,0,Clientes de baja actividad,3.871201010907891
607,27,Male,Colorado,Yes,0,45,2257.8,50.17,2022-02-08,2024-12-01,30,3,Clientes valiosos en riesgo,3.4339872044851463
608,47,Male,Indiana,Yes,0,45,2325.5,51.68,2022-03-27,2024-12-22,9,1,Clientes de alto valor activos,2.302585092994046
609,41,Male,Delaware,Yes,0,22,1303.2,59.24,2022-03-18,2024-11-22,39,3,Clientes valiosos en riesgo,3.6888794541139363
610,51,Male,Ohio,Yes,0,50,2756.4,55.13,2022-03-04,2024-12-10,21,3,Clientes valiosos en riesgo,3.091042453358316
611,53,Male,Oklahoma,Yes,0,28,1493.3,53.33,2022-03-17,2024-12-10,21,3,Clientes valiosos en riesgo,3.091042453358316
612,43,Male,California,Yes,1,20,1003.8,50.19,2022-05-11,2024-09-05,117,0,Clientes de baja actividad,4.770684624465665
613,67,Male,New Hampshire,Yes,0,34,1693.6,49.81,2022-01-07,2024-12-26,5,1,Clientes de alto valor activos,1.791759469228055
614,61,Male,Pennsylvania,Yes,0,47,2142.6,45.59,2022-03-17,2024-12-30,1,1,Clientes de alto valor activos,0.6931471805599453
615,68,Male,Idaho,Yes,0,22,1139.0,51.77,2022-01-01,2024-12-27,4,2,Clientes recientes en desarrollo,1.6094379124341003
616,67,Male,Maryland,Yes,0,24,1388.5,57.85,2022-02-15,2024-12-24,7,2,Clientes recientes en desarrollo,2.0794415416798357
617,29,Male,Pennsylvania,Yes,0,39,2144.9,55.0,2022-02-14,2024-12-18,13,1,Clientes de alto valor activos,2.6390573296152584
618,50,Male,Colorado,Yes,0,3,135.9,45.3,2022-08-06,2024-11-18,43,0,Clientes de baja actividad,3.784189633918261
619,61,Male,Indiana,Yes,0,22,1159.3,52.7,2022-01-15,2024-10-19,73,0,Clientes de baja actividad,4.30406509320417
620,19,Male,Nebraska,Yes,0,2,82.9,41.45,2023-04-28,2024-11-27,34,0,Clientes de baja actividad,3.5553480614894135
621,33,Male,Rhode Island,Yes,0,11,523.7,47.61,2022-03-23,2024-11-29,32,0,Clientes de baja actividad,3.4965075614664802
622,51,Male,Kansas,Yes,0,46,2393.8,52.04,2022-02-14,2024-12-27,4,1,Clientes de alto valor activos,1.6094379124341003
623,69,Male,Georgia,Yes,0,45,2352.7,52.28,2022-03-06,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
624,19,Male,Nevada,Yes,1,49,2678.2,54.66,2022-01-08,2024-09-15,107,3,Clientes valiosos en riesgo,4.68213122712422
625,55,Male,South Carolina,Yes,0,22,993.7,45.17,2022-01-28,2024-12-22,9,2,Clientes recientes en desarrollo,2.302585092994046
626,49,Male,Delaware,Yes,0,2,88.6,44.3,2022-04-03,2024-02-15,320,0,Clientes de baja actividad,5.771441123130016
627,31,Male,New Hampshire,Yes,0,11,561.7,51.06,2022-04-29,2024-12-24,7,2,Clientes recientes en desarrollo,2.0794415416798357
628,42,Male,Oregon,Yes,0,25,1211.7,48.47,2022-01-02,2024-12-25,6,2,Clientes recientes en desarrollo,1.9459101490553132
629,69,Male,Massachusetts,Yes,0,30,1454.7,48.49,2022-02-15,2024-12-24,7,2,Clientes recientes en desarrollo,2.0794415416798357
630,26,Male,Vermont,Yes,0,12,631.9,52.66,2022-01-15,2024-12-26,5,2,Clientes recientes en desarrollo,1.791759469228055
631,41,Male,Mississippi,Yes,0,34,1692.8,49.79,2022-03-03,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
632,55,Male,Washington,Yes,0,28,1408.2,50.29,2022-03-23,2024-12-18,13,3,Clientes valiosos en riesgo,2.6390573296152584
633,35,Male,Wyoming,Yes,0,20,1071.5,53.58,2022-01-22,2024-12-30,1,2,Clientes recientes en desarrollo,0.6931471805599453
634,66,Male,Minnesota,Yes,0,51,2608.9,51.15,2022-02-11,2024-11-29,32,3,Clientes valiosos en riesgo,3.4965075614664802
635,36,Male,Ohio,Yes,0,47,2332.3,49.62,2022-02-01,2024-12-30,1,1,Clientes de alto valor activos,0.6931471805599453
636,27,Male,South Carolina,Yes,0,29,1550.6,53.47,2022-02-03,2024-12-28,3,2,Clientes recientes en desarrollo,1.3862943611198906
637,41,Male,Wisconsin,Yes,0,15,811.4,54.09,2022-02-11,2024-11-30,31,0,Clientes de baja actividad,3.4657359027997265
638,21,Male,Tennessee,Yes,0,47,2451.6,52.16,2022-01-01,2024-12-15,16,1,Clientes de alto valor activos,2.833213344056216
639,53,Male,Maryland,Yes,0,42,2510.4,59.77,2022-02-11,2024-12-22,9,1,Clientes de alto valor activos,2.302585092994046
640,54,Male,Mississippi,Yes,0,51,3001.8,58.86,2022-01-01,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
641,53,Male,Minnesota,Yes,0,29,1426.8,49.2,2022-02-02,2024-11-24,37,3,Clientes valiosos en riesgo,3.6375861597263857
642,47,Male,Alaska,Yes,0,24,1344.0,56.0,2022-08-22,2024-12-27,4,2,Clientes recientes en desarrollo,1.6094379124341003
643,64,Male,Arkansas,Yes,0,15,701.1,46.74,2022-01-01,2024-12-18,13,2,Clientes recientes en desarrollo,2.6390573296152584
644,18,Male,Oregon,Yes,0,11,646.7,58.79,2022-05-25,2024-12-12,19,2,Clientes recientes en desarrollo,2.995732273553991
645,68,Male,Louisiana,Yes,0,38,1873.0,49.29,2022-03-12,2024-12-18,13,3,Clientes valiosos en riesgo,2.6390573296152584
646,62,Male,Oklahoma,Yes,0,16,946.8,59.18,2022-01-01,2024-10-10,82,0,Clientes de baja actividad,4.418840607796598
647,51,Male,Indiana,Yes,0,20,868.0,43.4,2022-03-22,2024-12-25,6,2,Clientes recientes en desarrollo,1.9459101490553132
648,54,Male,Mississippi,Yes,0,24,1256.1,52.34,2022-01-01,2024-12-28,3,2,Clientes recientes en desarrollo,1.3862943611198906
649,22,Male,Michigan,Yes,0,36,1652.3,45.9,2022-02-26,2024-12-31,0,1,Clientes de alto valor activos,0.0
650,53,Male,Delaware,Yes,0,34,1694.0,49.82,2022-01-01,2024-12-13,18,3,Clientes valiosos en riesgo,2.9444389791664403
651,34,Male,Florida,Yes,0,13,625.7,48.13,2022-03-21,2024-11-29,32,0,Clientes de baja actividad,3.4965075614664802
652,32,Male,Arkansas,Yes,0,42,2148.5,51.15,2022-01-23,2024-12-30,1,1,Clientes de alto valor activos,0.6931471805599453
653,64,Male,Minnesota,Yes,0,28,1462.2,52.22,2022-01-19,2024-12-20,11,2,Clientes recientes en desarrollo,2.4849066497880004
654,20,Male,North Dakota,Yes,1,46,2320.0,50.43,2022-03-14,2024-10-31,61,3,Clientes valiosos en riesgo,4.127134385045092
655,24,Male,California,Yes,0,24,1267.4,52.81,2022-04-22,2024-12-27,4,2,Clientes recientes en desarrollo,1.6094379124341003
656,20,Male,Mississippi,Yes,0,20,1030.5,51.52,2022-04-24,2024-12-15,16,2,Clientes recientes en desarrollo,2.833213344056216
657,42,Male,Pennsylvania,Yes,0,7,436.0,62.29,2022-11-20,2024-07-21,163,0,Clientes de baja actividad,5.099866427824199
658,48,Male,Arizona,Yes,0,7,368.6,52.66,2022-04-29,2024-06-19,195,0,Clientes de baja actividad,5.278114659230517
659,62,Male,Louisiana,Yes,0,21,1185.9,56.47,2022-01-20,2024-11-26,35,3,Clientes valiosos en riesgo,3.58351893845611
660,62,Male,Virginia,Yes,0,9,487.3,54.14,2022-01-01,2024-12-29,2,2,Clientes recientes en desarrollo,1.0986122886681098
661,50,Male,Montana,Yes,0,40,2099.4,52.48,2022-02-09,2024-11-29,32,3,Clientes valiosos en riesgo,3.4965075614664802
662,57,Male,Iowa,Yes,1,40,1894.3,47.36,2022-02-26,2024-09-07,115,3,Clientes valiosos en riesgo,4.7535901911063645
663,24,Male,Illinois,Yes,0,40,2243.1,56.08,2022-03-05,2024-12-15,16,3,Clientes valiosos en riesgo,2.833213344056216
664,59,Male,Alaska,Yes,0,24,1339.7,55.82,2022-02-01,2024-12-28,3,2,Clientes recientes en desarrollo,1.3862943611198906
665,63,Male,Colorado,Yes,0,42,2192.2,52.2,2022-03-04,2024-12-20,11,1,Clientes de alto valor activos,2.4849066497880004
666,41,Male,New Mexico,Yes,0,51,2911.6,57.09,2022-01-21,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
667,35,Male,Colorado,Yes,0,31,1662.8,53.64,2022-01-15,2024-11-29,32,3,Clientes valiosos en riesgo,3.4965075614664802
668,34,Male,Arizona,Yes,1,33,1720.8,52.15,2022-02-04,2024-08-24,129,3,Clientes valiosos en riesgo,4.867534450455582
669,49,Male,Hawaii,Yes,0,36,2148.5,59.68,2022-02-11,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
670,43,Male,Illinois,Yes,0,46,2449.8,53.26,2022-01-30,2024-12-26,5,1,Clientes de alto valor activos,1.791759469228055
671,63,Male,Louisiana,Yes,0,38,2016.8,53.07,2022-04-02,2024-11-15,46,3,Clientes valiosos en riesgo,3.8501476017100584
672,38,Male,Iowa,Yes,0,46,2431.4,52.86,2022-04-02,2024-12-05,26,3,Clientes valiosos en riesgo,3.295836866004329
673,59,Male,Washington,Yes,0,30,1399.9,46.66,2022-04-06,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
674,35,Male,Oklahoma,Yes,0,28,1629.0,58.18,2022-04-03,2024-11-21,40,3,Clientes valiosos en riesgo,3.713572066704308
675,48,Male,Washington,Yes,0,37,2104.3,56.87,2022-01-01,2024-12-26,5,1,Clientes de alto valor activos,1.791759469228055
676,64,Male,Arkansas,Yes,1,10,443.6,44.36,2022-03-05,2024-05-15,230,0,Clientes de baja actividad,5.442417710521793
677,28,Male,Connecticut,Yes,0,39,2103.4,53.93,2022-01-06,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
678,60,Male,Washington,Yes,0,42,2330.9,55.5,2022-01-22,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
679,27,Male,Maine,Yes,1,26,1353.2,52.05,2022-02-05,2024-08-30,123,3,Clientes valiosos en riesgo,4.820281565605037
680,56,Male,Michigan,Yes,0,38,2116.5,55.7,2022-06-19,2024-12-31,0,1,Clientes de alto valor activos,0.0
681,58,Male,Tennessee,Yes,0,4,145.4,36.35,2022-06-11,2024-12-15,16,2,Clientes recientes en desarrollo,2.833213344056216
682,30,Male,Louisiana,Yes,0,25,1192.5,47.7,2022-02-10,2024-10-31,61,3,Clientes valiosos en riesgo,4.127134385045092
683,23,Male,Missouri,Yes,0,50,2800.4,56.01,2022-02-08,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
684,33,Male,Michigan,Yes,1,4,266.9,66.72,2022-08-27,2023-01-19,712,0,Clientes de baja actividad,6.569481420414296
685,63,Male,Alabama,Yes,0,43,2218.6,51.6,2022-03-05,2024-12-13,18,3,Clientes valiosos en riesgo,2.9444389791664403
686,70,Male,Massachusetts,Yes,0,33,1664.0,50.42,2022-01-01,2024-12-18,13,3,Clientes valiosos en riesgo,2.6390573296152584
687,70,Male,Indiana,Yes,1,34,1936.9,56.97,2022-01-31,2024-07-26,158,3,Clientes valiosos en riesgo,5.0689042022202315
688,19,Male,West Virginia,Yes,0,47,2651.7,56.42,2022-05-04,2024-12-20,11,1,Clientes de alto valor activos,2.4849066497880004
689,25,Male,Michigan,Yes,0,45,2086.5,46.37,2022-01-01,2024-11-30,31,3,Clientes valiosos en riesgo,3.4657359027997265
690,19,Male,Pennsylvania,Yes,0,36,1697.9,47.16,2022-01-01,2024-12-26,5,1,Clientes de alto valor activos,1.791759469228055
691,25,Male,Alaska,Yes,0,46,2307.6,50.17,2022-01-18,2024-12-20,11,1,Clientes de alto valor activos,2.4849066497880004
692,60,Male,Massachusetts,Yes,0,38,1685.8,44.36,2022-01-16,2024-11-23,38,3,Clientes valiosos en riesgo,3.6635616461296463
693,35,Male,North Dakota,Yes,0,41,2063.0,50.32,2022-03-20,2024-12-30,1,1,Clientes de alto valor activos,0.6931471805599453
694,46,Male,Vermont,Yes,0,31,1583.4,51.08,2022-03-04,2024-12-24,7,1,Clientes de alto valor activos,2.0794415416798357
695,41,Male,Kentucky,Yes,0,39,2038.3,52.26,2022-02-08,2024-12-25,6,1,Clientes de alto valor activos,1.9459101490553132
696,30,Male,Nevada,Yes,0,16,778.5,48.66,2022-06-03,2024-11-30,31,0,Clientes de baja actividad,3.4657359027997265
697,44,Male,Utah,Yes,0,50,2875.9,57.52,2022-01-09,2024-12-21,10,1,Clientes de alto valor activos,2.3978952727983707
698,61,Male,North Dakota,Yes,0,41,1943.5,47.4,2022-01-05,2024-11-30,31,3,Clientes valiosos en riesgo,3.4657359027997265
699,55,Male,Iowa,Yes,0,41,2052.6,50.06,2022-03-05,2024-12-26,5,1,Clientes de alto valor activos,1.791759469228055
700,50,Male,Connecticut,Yes,0,6,313.0,52.17,2022-03-19,2024-11-25,36,0,Clientes de baja actividad,3.6109179126442243
701,57,Male,Wisconsin,Yes,0,6,270.7,45.12,2022-07-13,2024-12-21,10,2,Clientes recientes en desarrollo,2.3978952727983707
702,51,Male,Idaho,Yes,0,6,334.8,55.8,2022-04-16,2024-09-07,115,0,Clientes de baja actividad,4.7535901911063645
703,18,Male,Montana,Yes,0,2,67.6,33.8,2022-04-30,2024-11-10,51,0,Clientes de baja actividad,3.9512437185814275
704,63,Male,Connecticut,Yes,1,22,982.4,44.65,2022-03-20,2024-09-01,121,0,Clientes de baja actividad,4.804021044733257
705,34,Male,Idaho,Yes,0,19,919.3,48.38,2022-03-11,2024-11-24,37,0,Clientes de baja actividad,3.6375861597263857
706,25,Male,Arkansas,Yes,0,50,2461.1,49.22,2022-06-19,2024-12-26,5,1,Clientes de alto valor activos,1.791759469228055
707,46,Male,Iowa,Yes,0,28,1258.1,44.93,2022-02-08,2024-10-31,61,3,Clientes valiosos en riesgo,4.127134385045092
708,59,Male,Louisiana,Yes,1,22,1000.7,45.49,2022-04-08,2024-08-15,138,0,Clientes de baja actividad,4.9344739331306915
709,37,Male,Kentucky,Yes,1,20,900.5,45.02,2022-07-22,2024-07-19,165,0,Clientes de baja actividad,5.111987788356544
